88,0.00054200542,0,0.16602067,0.037462349,0.017250872,0.019880716,0.02014775,0.016952775,0.023687799,0.058939096,0.22909881,0.14493308,0.14664511,0.00094526893,0.60481586,0.30142511,0.021560347,0.11840563,0.00070871722,0.0062646174,0.50460796
81,0.0027100271,0,0.37241602,0.047063253,0.031198385,0.049204771,0.043317663,0.20761361,0.096363308,0.17816798,0.27953312,0.1691587,0.15348424,0.0094054258,0.029532578,0.084925327,0.10627917,0.18223183,0,0.014868025,0.43358172
82,0.0016260163,0,0.04247416,0.011106928,0.0073407965,0.14910537,0.050369375,0.034510767,0.021799597,0.10559921,0.047774159,0.016826004,0,0,0.011331445,0.00751854,0.2529451,0.16573857,0,0.019545606,0.80536603
87,0.086178862,0.069565217,0.18846899,0.055158133,0.046797578,0.049701789,0.016789792,0.095036319,0.11552087,0,0,0,0,0.00094526893,0.12889518,0.11619562,0.08935319,0.11313013,0.0006378455,0.04017708,0.47680552
93,0.0059620596,0.0034782609,0.12742248,0.013177711,0.01982015,0.019880716,0.0067159167,0.030013407,0.051269217,0,0,0,0,0.0028358068,0.06529745,0.031509518,0.047666148,0.061085873,0,0.048112262,0.47627102
0,0.093224932,0.19652174,0.10642765,0.031061747,0.023307029,0.029821074,0.056917394,0.10345195,0.056746615,0,0,0,0,0.0037810757,0.035339943,0.018420423,0.069215381,0.11129836,0.26328845,0.0030905446,2.6747682e-06
81,0.020054201,0.085217391,0.36805556,0.12556476,0.08258396,0.12922465,0.013431833,0.10366767,0.12144268,0.0024557957,0.021715527,0.012619503,0.0074373484,0.00094526893,0.02407932,0.011619562,0.14536564,0.15577374,0.00014174344,0.01937855,0.47870862
83,0.01300813,0.055652174,0.0250323,0.0065888554,0.0036703982,0.099403579,0.033579584,0.036184709,0.018565933,0,0,0,0,0,0.015580737,0.011619562,0.20137808,0.11737984,7.0871722e-05,0.30721684,0.81103743
88,0.0081300813,0.0086956522,0.13614341,0.063441265,0.037071022,0.049701789,0.016789792,0.036007776,0.051222554,0.051571709,0.13137894,0.14302103,0.11738076,0.0075621514,0.079320113,0.062882335,0.077350522,0.087631887,0.00035435861,0.0047611093,0.68081322
89,0.0021680217,0,0.1501938,0.038215361,0.035419343,0.11928429,0.013431833,0.051932594,0.026355948,0,0,0,0,0.00094526893,0.0056657224,0.0047845255,0.13897533,0.13127198,0.00010630758,0.089458737,0.46948914
